,PLZ,BFS-Nr,Gemeindename,Kantonskürzel,Sprache,pop_PLZ,pop_BFS,PLZ_check,pop_BFS_real,PLZ_to_BFS_factor
530,1724,2194,Ferpicloz,FR,fr,3593.0,267.0,True,267.0,0.07431116059003619
531,1724,2220,Le Mouret,FR,fr,3593.0,3148.0,True,3148.0,0.8761480656832731
538,1731,2238,Bois-d'Amont,FR,fr,1118.0,,True,1118.0,1.0
540,1733,2226,Treyvaux,FR,fr,1465.0,1466.0,True,1466.0,1.0006825938566553
541,1734,2307,Tentlingen,FR,de,1350.0,1348.0,True,1348.0,0.9985185185185185
542,1735,2294,Giffers,FR,de,1669.0,1664.0,True,1664.0,0.9970041941282205
543,1736,2303,St. Silvester,FR,de,932.0,952.0,True,952.0,1.0214592274678111
544,1737,2300,Plasselb,FR,fr,1010.0,1010.0,True,1010.0,1.0
546,1740,2211,Neyruz (FR),FR,fr,2757.0,2757.0,True,2757.0,1.0
547,1741,2186,Cottens (FR),FR,fr,1482.0,1482.0,True,1482.0,1.0
548,1742,2173,Autigny,FR,fr,738.0,782.0,True,782.0,1.0596205962059622
549,1744,2177,Chénens,FR,fr,843.0,843.0,True,843.0,1.0
554,1749,2115,Torny,FR,fr,446.0,988.0,True,446.0,1.0
553,1748,2115,Torny,FR,fr,542.0,988.0,True,542.0,1.0
555,1752,2228,Villars-sur-Glâne,FR,fr,12219.0,12219.0,True,12219.0,1.0
556,1753,2208,Matran,FR,fr,1650.0,1620.0,True,1620.0,0.9818181818181818
557,1754,2174,Avry,FR,fr,1925.0,1911.0,True,1911.0,0.9927272727272727
558,1756,2234,La Brillaz,FR,fr,1043.0,2080.0,True,1043.0,1.0
550,1745,2234,La Brillaz,FR,fr,1081.0,2080.0,True,1081.0,1.0
559,1757,2237,Prez,FR,fr,730.0,2345.0,True,730.0,1.0
551,1746,2237,Prez,FR,fr,1196.0,2345.0,True,1196.0,1.0
552,1747,2237,Prez,FR,fr,405.0,2345.0,True,405.0,1.0
560,1762,2197,Givisiez,FR,fr,3143.0,3143.0,True,3143.0,1.0
561,1763,2198,Granges-Paccot,FR,fr,3839.0,3839.0,True,3839.0,1.0
562,1772,2200,Grolley,FR,fr,2868.0,2084.0,True,2084.0,0.7266387726638772
563,1772,2217,Ponthaux,FR,fr,2868.0,779.0,True,779.0,0.2716178521617852
564,1773,2053,Belmont-Broye,FR,fr,1067.0,5635.0,True,1067.0,1.0
408,1563,2053,Belmont-Broye,FR,fr,1260.0,5635.0,True,1260.0,1.0
409,1564,2053,Belmont-Broye,FR,fr,3274.0,5635.0,True,3274.0,1.0
567,1776,2029,Montagny (FR),FR,fr,476.0,2712.0,True,476.0,1.0
565,1774,2029,Montagny (FR),FR,fr,1424.0,2712.0,True,1424.0,1.0
566,1775,2029,Montagny (FR),FR,fr,814.0,2712.0,True,814.0,1.0
568,1782,2175,Belfaux,FR,fr,4574.0,3342.0,True,3342.0,0.7306515085264539
569,1782,2235,La Sonnaz,FR,fr,4574.0,1233.0,True,1233.0,0.2695671184958461
572,1785,2257,Cressier (FR),FR,fr,1015.0,1015.0,True,1015.0,1.0
577,1789,2284,Mont-Vully,FR,fr,1009.0,4123.0,True,1009.0,1.0
573,1786,2284,Mont-Vully,FR,fr,2251.0,4123.0,True,2251.0,1.0
574,1787,2284,Mont-Vully,FR,fr,675.0,4123.0,True,337.5,0.5
575,1787,5464,Vully-les-Lacs,VD,fr,675.0,3348.0,True,337.5,0.5
576,1788,2284,Mont-Vully,FR,fr,398.0,4123.0,True,398.0,1.0
417,1584,5464,Vully-les-Lacs,VD,fr,456.0,3348.0,True,456.0,1.0
418,1585,5464,Vully-les-Lacs,VD,fr,1232.0,3348.0,True,1232.0,1.0
419,1586,5464,Vully-les-Lacs,VD,fr,545.0,3348.0,True,545.0,1.0
420,1587,5464,Vully-les-Lacs,VD,fr,508.0,3348.0,True,508.0,1.0
422,1589,5464,Vully-les-Lacs,VD,fr,397.0,3348.0,True,397.0,1.0
578,1791,2254,Courtepin,FR,fr,1513.0,5503.0,True,1513.0,1.0
416,1583,2254,Courtepin,FR,fr,666.0,5503.0,True,666.0,1.0
570,1783,2254,Courtepin,FR,fr,518.0,5503.0,True,518.0,1.0
571,1784,2254,Courtepin,FR,fr,2799.0,5503.0,True,2799.0,1.0
583,1796,2250,Courgevaux,FR,de,1169.0,1438.0,True,1438.0,1.2301112061591104
584,1797,669,Münchenwiler,BE,de,518.0,518.0,True,518.0,1.0
585,1800,5890,Vevey,VD,fr,19752.0,19752.0,True,19752.0,1.0
587,1802,5883,Corseaux,VD,fr,2315.0,2315.0,True,2315.0,1.0
588,1803,5882,Chardonne,VD,fr,2001.0,3092.0,True,2001.0,1.0
586,1801,5882,Chardonne,VD,fr,1036.0,3092.0,True,1036.0,1.0
590,1805,5885,Jongny,VD,fr,1660.0,1671.0,True,1671.0,1.0066265060240964
592,1807,5892,Blonay - Saint-Légier,VD,fr,6228.0,,True,6228.0,1.0
591,1806,5892,Blonay - Saint-Légier,VD,fr,5521.0,,True,5521.0,1.0
594,1809,5884,Corsier-sur-Vevey,VD,fr,57.0,3419.0,True,57.0,1.0
589,1804,5884,Corsier-sur-Vevey,VD,fr,2477.0,3419.0,True,2477.0,1.0
593,1808,5884,Corsier-sur-Vevey,VD,fr,902.0,3419.0,True,902.0,1.0
595,1814,5889,La Tour-de-Peilz,VD,fr,12068.0,12068.0,True,12068.0,1.0
605,1833,5886,Montreux,VD,fr,370.0,26090.0,True,370.0,1.0
596,1815,5886,Montreux,VD,fr,9203.0,26090.0,True,9203.0,1.0
597,1816,5886,Montreux,VD,fr,1156.0,26090.0,True,1156.0,1.0
598,1817,5886,Montreux,VD,fr,1043.0,26090.0,True,1043.0,1.0
599,1820,5886,Montreux,VD,fr,10819.0,26090.0,True,9867.0,0.9120066549588687
600,1820,5891,Veytaux,VD,fr,10819.0,952.0,True,952.0,0.08799334504113135
601,1822,5886,Montreux,VD,fr,1959.0,26090.0,True,1959.0,1.0
602,1823,5886,Montreux,VD,fr,1056.0,26090.0,True,1056.0,1.0
603,1824,5886,Montreux,VD,fr,760.0,26090.0,True,760.0,1.0
604,1832,5886,Montreux,VD,fr,659.0,26090.0,True,659.0,1.0
606,1844,5414,Villeneuve (VD),VD,fr,5834.0,5834.0,True,5834.0,1.0
607,1845,5408,Noville,VD,fr,1178.0,1178.0,True,1178.0,1.0
608,1846,5403,Chessel,VD,fr,444.0,444.0,True,444.0,1.0
609,1847,5412,Rennaz,VD,fr,892.0,892.0,True,892.0,1.0
610,1852,5413,Roche (VD),VD,fr,1867.0,1867.0,True,1867.0,1.0
611,1853,5415,Yvorne,VD,fr,1070.0,1070.0,True,1070.0,1.0
612,1854,5407,Leysin,VD,fr,3623.0,3623.0,True,3623.0,1.0
613,1856,5404,Corbeyrier,VD,fr,445.0,445.0,True,445.0,1.0
614,1860,5401,Aigle,VD,fr,10455.0,10462.0,True,10462.0,1.0006695361071258
618,1865,5411,Ormont-Dessus,VD,fr,1164.0,1467.0,True,1164.0,1.0
617,1864,5411,Ormont-Dessus,VD,fr,303.0,1467.0,True,303.0,1.0
619,1866,5410,Ormont-Dessous,VD,fr,179.0,1182.0,True,179.0,1.0
615,1862,5410,Ormont-Dessous,VD,fr,463.0,1182.0,True,463.0,1.0
616,1863,5410,Ormont-Dessous,VD,fr,548.0,1182.0,True,548.0,1.0
622,1869,6215,Massongex,VS,fr,1920.0,1923.0,True,1923.0,1.0015625
624,1871,6153,Monthey,VS,fr,2593.0,17820.0,True,2593.0,1.0
623,1870,6153,Monthey,VS,fr,15230.0,17820.0,True,15230.0,1.0
626,1873,6157,Val-d'Illiez,VS,fr,2074.0,2074.0,True,2074.0,1.0
627,1874,6151,Champéry,VS,fr,1371.0,1371.0,True,1371.0,1.0
628,1875,6156,Troistorrents,VS,fr,805.0,4806.0,True,805.0,1.0
625,1872,6156,Troistorrents,VS,fr,4010.0,4806.0,True,4010.0,1.0
629,1880,5402,Bex,VD,fr,7814.0,7845.0,True,7845.0,1.0039672382902483
630,1882,5405,Gryon,VD,fr,1407.0,1376.0,True,1376.0,0.9779673063255153
632,1885,5409,Ollon,VD,fr,1676.0,7624.0,True,1676.0,1.0
620,1867,5409,Ollon,VD,fr,4144.0,7624.0,True,4144.0,1.0
631,1884,5409,Ollon,VD,fr,1803.0,7624.0,True,1803.0,1.0
633,1890,6217,Saint-Maurice,VS,fr,4466.0,4518.0,True,4518.0,1.0116435288849082
634,1891,6220,Vérossaz,VS,fr,774.0,774.0,True,774.0,1.0
635,1892,5406,Lavey-Morcles,VD,fr,944.0,944.0,True,944.0,1.0
636,1893,6152,Collombey-Muraz,VS,fr,3440.0,9598.0,True,3440.0,1.0
621,1868,6152,Collombey-Muraz,VS,fr,6149.0,9598.0,True,6149.0,1.0
638,1896,6159,Vouvry,VS,fr,4243.0,4243.0,True,4243.0,1.0
639,1897,6154,Port-Valais,VS,fr,4283.0,4283.0,True,4283.0,1.0
640,1898,6155,Saint-Gingolph,VS,fr,964.0,964.0,True,964.0,1.0
641,1899,6158,Vionnaz,VS,fr,532.0,2753.0,True,532.0,1.0
637,1895,6158,Vionnaz,VS,fr,2221.0,2753.0,True,2221.0,1.0
642,1902,6213,Evionnaz,VS,fr,1397.0,1345.0,True,1345.0,0.9627773801002147
643,1903,6211,Collonges,VS,fr,832.0,832.0,True,832.0,1.0
644,1904,6219,Vernayaz,VS,fr,1858.0,1847.0,True,1847.0,0.9940796555435952
645,1905,6212,Dorénaz,VS,fr,1040.0,1040.0,True,1040.0,1.0
647,1907,6141,Saxon,VS,fr,6278.0,6278.0,True,6278.0,1.0
650,1912,6135,Leytron,VS,fr,2516.0,3230.0,True,2516.0,1.0
649,1911,6135,Leytron,VS,fr,714.0,3230.0,True,714.0,1.0
651,1913,6140,Saillon,VS,fr,2818.0,2818.0,True,2818.0,1.0
654,1918,6139,Riddes,VS,fr,484.0,3277.0,True,484.0,1.0
648,1908,6139,Riddes,VS,fr,2744.0,3277.0,True,2744.0,1.0
653,1914,6139,Riddes,VS,fr,867.0,3277.0,True,40.0,0.0461361014994233
652,1914,6134,Isérables,VS,fr,867.0,827.0,True,827.0,0.9538638985005767
655,1920,6136,Martigny,VS,fr,18112.0,18291.0,True,18112.0,1.0
646,1906,6136,Martigny,VS,fr,1992.0,18291.0,True,1992.0,1.0
658,1923,6218,Salvan,VS,fr,464.0,1442.0,True,464.0,1.0
657,1922,6218,Salvan,VS,fr,978.0,1442.0,True,978.0,1.0
659,1925,6214,Finhaut,VS,fr,381.0,381.0,True,381.0,1.0
660,1926,6133,Fully,VS,fr,8793.0,8793.0,True,8793.0,1.0
662,1928,6137,Martigny-Combe,VS,fr,654.0,2333.0,True,654.0,1.0
656,1921,6137,Martigny-Combe,VS,fr,1679.0,2333.0,True,1679.0,1.0
663,1929,6142,Trient,VS,fr,163.0,163.0,True,163.0,1.0
664,1932,6131,Bovernier,VS,fr,875.0,911.0,True,911.0,1.0411428571428571
674,1944,6034,Orsières,VS,fr,133.0,3194.0,True,133.0,1.0
669,1937,6034,Orsières,VS,fr,2445.0,3194.0,True,2445.0,1.0
670,1938,6034,Orsières,VS,fr,295.0,3194.0,True,295.0,1.0
673,1943,6034,Orsières,VS,fr,321.0,3194.0,True,321.0,1.0
675,1945,6033,Liddes,VS,fr,735.0,735.0,True,735.0,1.0
676,1946,6032,Bourg-Saint-Pierre,VS,fr,211.0,211.0,True,211.0,1.0
678,1948,6037,Val de Bagnes,VS,fr,635.0,,True,635.0,1.0
661,1927,6037,Val de Bagnes,VS,fr,400.0,,True,400.0,1.0
666,1933,6037,Val de Bagnes,VS,fr,1128.0,,True,78.0,0.06914893617021277
665,1933,6035,Sembrancher,VS,fr,1128.0,1050.0,True,1050.0,0.9308510638297872
667,1934,6037,Val de Bagnes,VS,fr,3013.0,,True,3013.0,1.0
668,1936,6037,Val de Bagnes,VS,fr,3271.0,,True,3271.0,1.0
671,1941,6037,Val de Bagnes,VS,fr,1413.0,,True,1413.0,1.0
672,1942,6037,Val de Bagnes,VS,fr,390.0,,True,390.0,1.0
677,1947,6037,Val de Bagnes,VS,fr,1326.0,,True,1326.0,1.0
680,1955,6022,Chamoson,VS,fr,3986.0,3986.0,True,3986.0,1.0
681,1957,6021,Ardon,VS,fr,3379.0,3379.0,True,3379.0,1.0
686,1963,6025,Vétroz,VS,fr,6397.0,6397.0,True,6397.0,1.0
688,1965,6265,Savièse,VS,fr,7761.0,7937.0,True,7937.0,1.0226774900141735
692,1969,6087,Saint-Martin (VS),VS,fr,735.0,842.0,True,842.0,1.145578231292517
693,1971,6263,Grimisuat,VS,fr,3585.0,3584.0,True,3584.0,0.999721059972106
694,1972,6082,Ayent,VS,fr,575.0,4137.0,True,575.0,1.0
689,1966,6082,Ayent,VS,fr,3548.0,4137.0,True,3548.0,1.0
695,1973,6090,Mont-Noble,VS,fr,611.0,1102.0,True,611.0,1.0
684,1961,6090,Mont-Noble,VS,fr,219.0,1102.0,True,219.0,1.0
691,1968,6090,Mont-Noble,VS,fr,272.0,1102.0,True,272.0,1.0
696,1974,6261,Arbaz,VS,fr,1368.0,1360.0,True,1360.0,0.9941520467836257
698,1976,6023,Conthey,VS,fr,2446.0,8857.0,True,2446.0,1.0
687,1964,6023,Conthey,VS,fr,5864.0,8857.0,True,5864.0,1.0
697,1975,6023,Conthey,VS,fr,547.0,8857.0,True,547.0,1.0
699,1977,6239,Icogne,VS,fr,476.0,633.0,True,633.0,1.3298319327731092
706,1986,6083,Evolène,VS,fr,53.0,1647.0,True,53.0,1.0
703,1983,6083,Evolène,VS,fr,761.0,1647.0,True,761.0,1.0
704,1984,6083,Evolène,VS,fr,514.0,1647.0,True,514.0,1.0
705,1985,6083,Evolène,VS,fr,319.0,1647.0,True,319.0,1.0
707,1987,6084,Hérémence,VS,fr,1010.0,1433.0,True,1010.0,1.0
702,1982,6084,Hérémence,VS,fr,530.0,1433.0,True,530.0,1.0
710,1992,6089,Vex,VS,fr,483.0,1792.0,True,241.5,0.5
